"most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","address","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","retired_date","location_type","zipcode","neighborhood","location_name","ward","district","overhead_utility","diameter_breast_height_CM","percent_population"
"10/10/2018","inventory_date","Blue spruce","Picea pungens","Albuquerque","New Mexico",-106.5384679,35.17014463,"7725 Quintana Drive Northeast","good",52.49344,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/10/2018","inventory_date","Blue spruce","Picea pungens","Albuquerque","New Mexico",-106.5385397,35.17013696,"7725 Quintana Drive Northeast","excellent",59.05512,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/4/2018","inventory_date","Pinyon pine","Pinus edulis","Albuquerque","New Mexico",-106.5779005,35.11288325,"99999 Claremont Avenue Northeast","fair",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/3/2018","inventory_date","Chinese elm","Ulmus parvifolia","Albuquerque","New Mexico",-106.6934242,35.13727571,"5003 Sevilla Avenue Northwest","good",49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/1/2018","inventory_date","Blue spruce","Picea pungens","Albuquerque","New Mexico",-106.527215,35.15048324,"10208 Admiral Halsey Drive Northeast","good",59.05512,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/1/2018","inventory_date","Green ash","Fraxinus pennsylvanica","Albuquerque","New Mexico",-106.6655458,35.08899969,"208 16th Street Southwest","good",65.6168,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/24/2018","inventory_date","Maple","Acer","Albuquerque","New Mexico",-106.5904201,35.05939084,"4801 Crest Avenue Southeast","fair",55.77428,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/19/2018","inventory_date","Bur oak","Quercus macrocarpa","Albuquerque","New Mexico",-106.5613988,35.17892974,"7520 Corona Avenue Northeast","excellent",42.65092,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9/19/2018","inventory_date","Oklahoma redbud","Cercis canadensis","Albuquerque","New Mexico",-106.4886302,35.09030127,"1201 Narcisco Street Northeast","excellent",29.52756,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/10/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6800065,35.11827325,"2330 Via Madrid Drive Northwest","excellent",42.65092,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/10/2018","inventory_date","Kentucky coffeetree","Gymnocladus dioicus","Albuquerque","New Mexico",-106.6798269,35.11855805,"2700 Don Quixote Drive Northwest","excellent",42.65092,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/10/2018","inventory_date","Bigtooth maple","Acer grandidentatum","Albuquerque","New Mexico",-106.6795515,35.1184447,"2700 Don Quixote Drive Northwest","excellent",49.2126,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/10/2018","inventory_date","Bigtooth maple","Acer grandidentatum","Albuquerque","New Mexico",-106.6795535,35.11837856,"2700 Don Quixote Drive Northwest","excellent",49.2126,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/10/2018","inventory_date","Elm hybrid","Ulmus","Albuquerque","New Mexico",-106.6796571,35.11832267,"2330 Via Madrid Drive Northwest",NA,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/10/2018","inventory_date","Northern hackberry","Celtis occidentalis","Albuquerque","New Mexico",-106.679877,35.11823628,"2330 Via Madrid Drive Northwest",NA,32.8084,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6617039,35.09068222,"401 13th Street Northwest",NA,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Elm","Ulmus","Albuquerque","New Mexico",-106.6615096,35.09059911,"401 13th Street Northwest","good",59.05512,"no_info","more than 18.29 m",NA,"Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Siberian elm","Ulmus pumila","Albuquerque","New Mexico",-106.6618288,35.09069966,"401 13th Street Northwest","fair",59.05512,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","New mexico locust","Robinia neomexicana","Albuquerque","New Mexico",-106.6619774,35.09075243,"300 14th Street Northwest","good",111.54856,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Black locust","Robinia pseudoacacia","Albuquerque","New Mexico",-106.6622879,35.09071622,"300 14th Street Northwest","fair",65.6168,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6619351,35.0906758,"1301 Roma Avenue Northwest","good",108.26772,"no_info","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Ponderosa pine","Pinus ponderosa","Albuquerque","New Mexico",-106.662081,35.090815,"300 14th Street Northwest","good",19.68504,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6619877,35.09064677,"1301 Roma Avenue Northwest","good",108.26772,"no_info","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Oklahoma redbud","Cercis canadensis","Albuquerque","New Mexico",-106.6621259,35.09061947,"1301 Roma Avenue Northwest","fair",65.6168,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Elm","Ulmus","Albuquerque","New Mexico",-106.6614318,35.09061283,"401 13th Street Northwest","fair",59.05512,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Oklahoma redbud","Cercis canadensis","Albuquerque","New Mexico",-106.6621527,35.0906288,"1301 Roma Avenue Northwest","fair",72.17848,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6619179,35.09063854,"1301 Roma Avenue Northwest","poor",124.67192,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Golden rain tree","Koelreuteria paniculata","Albuquerque","New Mexico",-106.6621499,35.09067824,"300 14th Street Northwest","fair",65.6168,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6619519,35.09057524,"1301 Roma Avenue Northwest","fair",114.8294,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Velvet ash arizona ash","Fraxinus velutina","Albuquerque","New Mexico",-106.6622157,35.09059862,"300 14th Street Northwest","fair",91.86352,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Golden rain tree","Koelreuteria paniculata","Albuquerque","New Mexico",-106.662082,35.09067362,"300 14th Street Northwest","good",78.74016,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Osage orange","Maclura pomifera","Albuquerque","New Mexico",-106.6614801,35.09050583,"401 13th Street Northwest","fair",118.11024,"introduced","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6620236,35.09060309,"1301 Roma Avenue Northwest","fair",111.54856,"no_info","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/6/2018","inventory_date","Velvet ash arizona ash","Fraxinus velutina","Albuquerque","New Mexico",-106.6621473,35.09056186,"1301 Roma Avenue Northwest","fair",104.98688,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Desert willow","Chilopsis linearis","Albuquerque","New Mexico",-106.6651971,35.09694933,"1700 Mountain Road Northwest","fair",45.93176,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Oklahoma redbud","Cercis canadensis","Albuquerque","New Mexico",-106.6652386,35.09694604,"1700 Mountain Road Northwest","fair",45.93176,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Desert willow","Chilopsis linearis","Albuquerque","New Mexico",-106.6652802,35.09693836,"1700 Mountain Road Northwest","good",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/6/2017","inventory_date","Oklahoma redbud","Cercis canadensis","Albuquerque","New Mexico",-106.6654266,35.097029,"1700 Mountain Road Northwest","good",26.24672,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Oklahoma redbud","Cercis canadensis","Albuquerque","New Mexico",-106.6653982,35.09699816,"1700 Mountain Road Northwest","fair",45.93176,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/12/2018","inventory_date","Oklahoma redbud","Cercis canadensis","Albuquerque","New Mexico",-106.6654159,35.09705896,"1700 Mountain Road Northwest","fair",26.24672,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Plains cottonwood","Populus sargentii","Albuquerque","New Mexico",-106.6670528,35.09758775,"19th Street Northwest","good",98.4252,"no_info","more than 18.29 m","60.96 to 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Locust",NA,"Albuquerque","New Mexico",-106.6666526,35.09739935,"1800 Mountain Road Northwest","fair",98.4252,"no_info","more than 18.29 m","45.72 to 60.96 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6666164,35.09734394,"1800 Mountain Road Northwest","fair",65.6168,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6667035,35.09750673,"1800 Mountain Road Northwest","fair",65.6168,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6667048,35.09755007,"1800 Mountain Road Northwest","excellent",32.8084,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6667172,35.09759816,"1800 Mountain Road Northwest","excellent",32.8084,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6667345,35.09763293,"1898 Mountain Road Northwest","excellent",32.8084,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6667424,35.09744873,"19th Street Northwest","good",72.17848,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6667789,35.09766728,"1800 Mountain Road Northwest","excellent",32.8084,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6668484,35.09742349,"19th Street Northwest","fair",65.6168,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6668271,35.09767442,"19th Street Northwest","excellent",32.8084,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6668674,35.09766509,"19th Street Northwest","excellent",32.8084,"no_info","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6668953,35.09746354,"19th Street Northwest","fair",65.6168,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6669237,35.09763601,"19th Street Northwest","excellent",32.8084,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6669452,35.09759596,"19th Street Northwest","excellent",32.8084,"no_info","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Pinyon pine","Pinus edulis","Albuquerque","New Mexico",-106.667092,35.09732263,"19th Street Northwest","good",65.6168,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Desert willow","Chilopsis linearis","Albuquerque","New Mexico",-106.6670117,35.09751399,"19th Street Northwest","fair",49.2126,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Crabapple","Malus","Albuquerque","New Mexico",-106.6669208,35.09749701,"19th Street Northwest","good",65.6168,"no_info","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.6669062,35.09774375,"1898 Mountain Road Northwest","excellent",114.8294,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6670249,35.09771634,"19th Street Northwest","fair",65.6168,"no_info","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6668908,35.09731202,"19th Street Northwest","good",65.6168,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.666868,35.09723686,"19th Street Northwest","good",59.05512,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/6/2017","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6664399,35.0968682,"1800 Mountain Road Northwest","good",45.93176,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/6/2017","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6665124,35.0968457,"1800 Mountain Road Northwest","good",45.93176,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/6/2017","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6663353,35.09690002,"1800 Mountain Road Northwest","good",45.93176,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/6/2017","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6660872,35.09695762,"1800 Mountain Road Northwest","good",45.93176,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6670048,35.09784307,"19th Street Northwest","fair",65.6168,"no_info","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/6/2017","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6661865,35.09695762,"1800 Mountain Road Northwest","good",45.93176,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Texas red oak","Quercus buckleyi","Albuquerque","New Mexico",-106.6668144,35.09715731,"19th Street Northwest","good",65.6168,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","London plane","Platanus acerifolia","Albuquerque","New Mexico",-106.6668257,35.09736739,"1898 Mountain Road Northwest","good",121.39108,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6669633,35.09789738,"19th Street Northwest","fair",65.6168,"no_info","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Bur oak","Quercus macrocarpa","Albuquerque","New Mexico",-106.6668577,35.09698161,"19th Street Northwest","good",59.05512,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Oklahoma redbud","Cercis canadensis","Albuquerque","New Mexico",-106.6668861,35.09786884,"1898 Mountain Road Northwest","fair",62.33596,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Mimosa","Albizia julibrissin","Albuquerque","New Mexico",-106.6671641,35.09597676,"19th Street Northwest","good",42.65092,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Mimosa","Albizia julibrissin","Albuquerque","New Mexico",-106.6671319,35.09602669,"19th Street Northwest","good",42.65092,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Mimosa","Albizia julibrissin","Albuquerque","New Mexico",-106.6671668,35.09604809,"19th Street Northwest","good",42.65092,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Common chokecherry","Prunus virginiana","Albuquerque","New Mexico",-106.6669397,35.0971249,"2000 Mountain Road Northwest","good",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Ash","Fraxinus","Albuquerque","New Mexico",-106.6667219,35.09779973,"1800 Mountain Road Northwest","poor",65.6168,"no_info","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Mimosa","Albizia julibrissin","Albuquerque","New Mexico",-106.6670434,35.09594,"1701 Old Town Road Northwest","good",42.65092,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/12/2018","inventory_date","Cottonwood","Populus deltoides","Albuquerque","New Mexico",-106.6661154,35.09730636,"1800 Mountain Road Northwest","fair",108.26772,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/12/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6659969,35.09738714,"1800 Mountain Road Northwest","fair",52.49344,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Mimosa","Albizia julibrissin","Albuquerque","New Mexico",-106.6671173,35.09592921,"1701 Old Town Road Northwest","good",42.65092,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/12/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6659379,35.09731801,"1800 Mountain Road Northwest","fair",52.49344,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","London plane","Platanus acerifolia","Albuquerque","New Mexico",-106.6667581,35.09775364,"1800 Mountain Road Northwest","good",65.6168,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/12/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6658595,35.09731247,"1800 Mountain Road Northwest","fair",52.49344,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6670068,35.09718195,"2000 Mountain Road Northwest","good",68.89764,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Golden rain tree","Koelreuteria paniculata","Albuquerque","New Mexico",-106.6671001,35.09716686,"19th Street Northwest","good",49.2126,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/12/2018","inventory_date","Austrian pine","Pinus nigra","Albuquerque","New Mexico",-106.6658218,35.09711808,"1800 Mountain Road Northwest","good",55.77428,"introduced","more than 18.29 m","30.48 to 45.72 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6670577,35.09705577,"2000 Mountain Road Northwest","good",62.33596,"introduced","more than 18.29 m","0 to 15.24 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Plains cottonwood","Populus sargentii","Albuquerque","New Mexico",-106.6666991,35.09776791,"1800 Mountain Road Northwest","fair",82.021,"no_info","more than 18.29 m","more than 76.2 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Blue spruce","Picea pungens","Albuquerque","New Mexico",-106.6656839,35.09713349,"1800 Mountain Road Northwest","fair",59.05512,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7/30/2018","inventory_date","Honeylocust","Gleditsia triacanthos","Albuquerque","New Mexico",-106.6670497,35.09697567,"1800 Mountain Road Northwest","good",62.33596,"introduced","more than 18.29 m","15.24 to 30.48 cm","Albuquerque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
